x,y
1,3.605551275463989
2,0.14794324911931425
3,0.14794324911931425
4,0.6078261577070702
5,1.625071975107974
6,1.3885003380438705
7,1.3885003380438699
8,0.8839296741397867
9,0.8839296741397867
10,1.048395912003032
11,2.3364866384470244
12,2.756210473221061
13,3.031759752568846
14,0.8953678347162942
15,1.9657339687608408
