x,y
1,0.0
2,0.56
3,0.9884331034521254
4,0.7844743462982076
5,1.4933519344079613
6,1.0307764064044151
7,1.1542096863222038
8,0.517880295048962
9,2.544425278918601
10,1.5692354826475217
11,1.5628499608087785
12,1.5628499608087785
13,0.7879086241436883
14,3.0871507899679926
15,2.0441379601191305
