x,y
1,0.0
2,3.36
3,3.36
4,0.05
5,0.05
6,0.8105553651663778
7,1.40687597178998
8,1.7930142219179412
9,1.771778767228008
10,0.29614185789921693
11,2.0934421415458324
12,1.5065855435387663
13,0.9280086206496144
14,1.232233744059949
15,1.531698403733581
