x,y
1,0
2,0.5626747831736575
3,0.9838023138057707
4,0.787592254670262
5,1.4942726011226377
6,1.0283466415209674
7,1.1590908814048109
8,0.522731093209116
9,2.5467545767416166
10,1.5744963943920196
11,1.5649676020101637
12,1.5649676020101628
13,0.7865759356280705
14,3.0920425408171677
15,2.0486550880098218
